,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,STATE,ZIP,COUNTY,CITY,STR_NAME,LATITUDE,LONGITUDE
2423,"Erealty Advisors, Inc",Condo for sale,1449000,4,2,1632,"9 Franklin Ave, Brooklyn, NY 11249, USA",New York,11249,Kings County,Brooklyn,Franklin Ave,40.6990196,-73.9587153
2424,COMPASS,Co-op for sale,459000,1,1,2184,"88 Brooklyn Ave a3, Brooklyn, NY 11216, USA",New York,11216,Kings County,Brooklyn,Brooklyn Ave,40.677099,-73.9444709
2425,MARASA REALTY INC,Pending,825000,5,2,2184,"170 Amsterdam Ave, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Amsterdam Ave,40.6033161,-74.1679729
2426,Corcoran Bedford Stuyvesant,Condo for sale,745000,2,2,2184,"508 Lexington Ave #3, Brooklyn, NY 11221, USA",New York,11221,Kings County,Brooklyn,Lexington Ave,40.6886854,-73.9402301
2427,Kestin Alice N,Co-op for sale,440000,2,1,2184,"35-38 75th St #3c, Flushing, NY 11372, USA",New York,11372,Queens County,Jackson Heights,75th St,40.7499534,-73.8912443
2428,Coldwell Banker Warburg,Condo for sale,7750000,3,4,2855,"279 Central Park W, New York, NY 10024, USA",New York,10024,New York County,New York,Central Park W,40.7868701,-73.9686086
2429,JM Properties,Land for sale,399900,3,2,2184,"409 Slater Blvd, Staten Island, NY 10305, USA",New York,10305,Richmond County,Staten Island,Slater Blvd,40.5771876,-74.0829699
2430,COMPASS,Condo for sale,990000,1,1,791,"240 Riverside Blvd #14n, New York, NY 10023, USA",New York,10023,New York County,New York,Riverside Blvd,40.7804721,-73.9871434
2431,JM Properties,Land for sale,399900,3,2,2184,"409 Slater Blvd, Staten Island, NY 10305, USA",New York,10305,Richmond County,Staten Island,Slater Blvd,40.5771876,-74.0829699
2432,Best Solutions Realty Inc,Multi-family home for sale,1150000,4,3,2184,"32-40 87th St, Flushing, NY 11369, USA",New York,11369,Queens County,East Elmhurst,87th St,40.7569734,-73.8811062
2433,COMPASS,Condo for sale,990000,1,1,791,"240 Riverside Blvd #14n, New York, NY 10023, USA",New York,10023,New York County,New York,Riverside Blvd,40.7804721,-73.9871434
2434,COMPASS,Condo for sale,2300000,1,2,1100,"900 Park Ave #16c, New York, NY 10075, USA",New York,10075,New York County,New York,Park Ave,40.7761296,-73.960619
2435,"Nest Seekers International, Midtown",Pending,4999000,3,2,2160,"36 Gramercy Park E #5n, New York, NY 10003, USA",New York,10003,New York County,New York,Gramercy Park,40.7375223,-73.9849542
2436,Keller Williams NYC,Condo for sale,350000,1,1,738,"11 Windham Loop #2g, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Windham Loop,40.5781826,-74.1626869
2437,William Raveis Real Estate - Rye,Multi-family home for sale,1900000,5,4,3640,"311 W 138th St, New York, NY 10030, USA",New York,10030,New York County,New York,138th St,40.8188422,-73.9456834
2438,E Realty International Corp,Multi-family home for sale,2498000,6,6,3184,"40-20 217th St, Flushing, NY 11361, USA",New York,11361,Queens County,Bayside,217th St,40.7644884,-73.7660572
2439,Brown Harris Stevens - 1926 Broadway,Co-op for sale,3500000,3,2,2184,"101 W 12th St Apt 11p, New York, NY 10011, USA",New York,10011,New York County,New York,12th St,40.7361563,-73.9977295
2440,KELLER WILLIAMS REALTY EMPIRE,Pending,995000,5,2,2128,"203 Sterling St, Brooklyn, NY 11225, USA",New York,11225,Kings County,Brooklyn,Sterling St,40.6631136,-73.9544199
2441,HomeLister,Contingent,193999,3,1,435,"16 Bay Terrace #2e, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,Bay Terrace,40.5559755,-74.1387681
2442,"Naomi Klein, Realtor",Co-op for sale,245000,3,1,713,"61-20 Grand Central Pkwy, Forest Hills, NY 11375, USA",New York,11375,Queens County,Forest Hills,Grand Pkwy,40.7379227,-73.8470718
2443,COMPASS,Condo for sale,8495000,3,4,4781,"43-45 Walker St # 2, New York, NY 10013, USA",New York,10013,New York County,New York,Walker St,40.7189873,-74.0038646
2444,Serhant,Condo for sale,12500000,4,4,2938,"71 Reade St, New York, NY 10007, USA",New York,10007,New York County,New York,Reade St,40.714922,-74.0070262
2445,Winzone Realty Inc,House for sale,849000,3,3,2184,"2762 Cropsey Ave, Brooklyn, NY 11214, USA",New York,11214,Kings County,Brooklyn,Cropsey Ave,40.5868122,-73.9890289
2446,"Nest Seekers International, Midtown",Condo for sale,500000,1,2,2184,"410 Fenimore St, Brooklyn, NY 11225, USA",New York,11225,Kings County,Brooklyn,Fenimore St,40.6586064,-73.9488175
2447,COMPASS,Condo for sale,1895000,3,2,1929,"416 W 52nd St # 312, New York, NY 10019, USA",New York,10019,New York County,New York,52nd St,40.7647904,-73.9890812
2448,BERGEN BASIN REALTY,Co-op for sale,189900,1,1,600,"2265 Ocean Pkwy #1f, Brooklyn, NY 11223, USA",New York,11223,Kings County,Brooklyn,Ocean Pkwy,40.5941381,-73.963948
2449,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,5500000,3,4,2184,"40 E 88th St # 14b, New York, NY 10128, USA",New York,10128,New York County,New York,88th St,40.7819874,-73.9578067
2450,Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,10850000,4,2,4372,"555 West End Ave, New York, NY 10024, USA",New York,10024,New York County,New York,End Ave,40.7895088,-73.9778147
2451,Keller Williams Realty Group,Multi-family home for sale,999000,5,4,1980,"503 Hollywood Ave, Bronx, NY 10465, USA",New York,10465,Bronx County,Bronx,Hollywood Ave,40.8232894,-73.8169443
2452,Corcoran Park Avenue South,Condo for sale,2195000,3,2,1708,"500 Park Ave #16a, New York, NY 10022, USA",New York,10022,New York County,New York,Park Ave,40.7629604,-73.9705452
2453,"BEN BAY REALTY, CO.",Multi-family home for sale,1260000,7,2,2000,"1677 Bay Ridge Ave, Brooklyn, NY 11230, USA",New York,11230,Kings County,Brooklyn,Bay Ave,40.6186892,-73.9952499
2454,Brown Harris Stevens,Co-op for sale,675000,1,1,2184,"160 9th Ave #1b, New York, NY 10011, USA",New York,10011,New York County,New York,9th Ave,40.7443659,-74.0025913
2455,Brown Harris Stevens,Pending,225000,2,1,600,"535 W 163rd St #3, New York, NY 10032, USA",New York,10032,New York County,New York,163rd St,40.8375103,-73.9407123
2456,Nyc Realty Brokers Llc,Co-op for sale,229000,1,1,650,"402 Bay Ridge Pkwy Apt 68, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Bay Pkwy,40.6308291,-74.0250165
2457,"Robert Defalco Realty, Inc.",Multi-family home for sale,1275000,6,5,2500,"595 Sinclair Ave, Staten Island, NY 10312, USA",New York,10312,Richmond County,Staten Island,Sinclair Ave,40.5423923,-74.1955899
2458,Douglas Elliman - 140 Franklin,Condo for sale,5495000,5,4,4014,"270 Broadway #19d, New York, NY 10007, USA",New York,10007,New York County,New York,Broadway,40.7141198,-74.0066281
2459,R New York,Co-op for sale,850000,2,2,2184,"235 Adams St #4d, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Adams St,40.6965776,-73.9883987
2460,Jonarbri Realty,House for sale,450000,4,3,2184,"661 E 228th St, Bronx, NY 10466, USA",New York,10466,Bronx County,Bronx,228th St,40.8904909,-73.8606171
2461,PEERLESS PROPERTIES CORP.,Multi-family home for sale,950000,3,2,2184,"22-36 92nd St, Flushing, NY 11369, USA",New York,11369,Queens County,East Elmhurst,92nd St,40.7689418,-73.8785452
2462,Unlimited Homes Realty Inc,House for sale,730000,4,3,1648,"191-20 113th Rd, Jamaica, NY 11412, USA",New York,11412,Queens County,Saint Albans,113th Rd,40.6987,-73.761794
2463,Promise Realty LLC,Condo for sale,830000,2,2,2184,"213-02 42nd Ave #7e, Bayside, NY 11361, USA",New York,11361,Queens County,Bayside,42nd Ave,40.7624173,-73.7710902
2464,Park Assets Real Estate Corp,House for sale,829000,5,4,2184,"110-35 166th St, Addisleigh Park, NY 11433, USA",New York,11433,Queens County,Jamaica,166th St,40.6935674,-73.7855565
2465,Avenues - Headquarters,Condo for sale,555000,3,1,2184,"186 W 80th St #3e, New York, NY 10024, USA",New York,10024,New York County,New York,80th St,40.7835114,-73.9776775
2466,Andron Realty Group Tulip R E,House for sale,888000,4,2,2184,"84-49 264th St, Queens, NY 11001, USA",New York,11001,Nassau County,Floral Park,264th St,40.7367436,-73.7039037
2467,Sovereign Realty Of Ny Inc,Multi-family home for sale,1149000,6,3,2600,"228 Beach 125th St, Rockaway Park, NY 11694, USA",New York,11694,Queens County,Rockaway Park,125th St,40.5781241,-73.8449946
2468,RE MAX Edge,Pending,648000,3,2,2112,"157 N Pine Terrace, Staten Island, NY 10312, USA",New York,10312,Richmond County,Staten Island,Pine Terrace,40.5395578,-74.1795806
2469,Precious Properties Corp.,Condo for sale,499000,2,1,825,"9201 Shore Rd #302, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Shore Rd,40.620502,-74.0396973
2470,Sky Port Homes Llc,Condo for sale,450000,2,1,1249,"113 Beach 60th St #95, Arverne, NY 11692, USA",New York,11692,Queens County,Arverne,60th St,40.5894946,-73.7896353
2471,Keller Williams Legendary,Multi-family home for sale,3900000,6,3,2184,"183-07 145th Dr, Jamaica, NY 11413, USA",New York,11413,Queens County,Springfield Gardens,145th Dr,40.6632412,-73.7625294
2472,Ashford Homes,House for sale,558000,3,2,1108,"3811 Hylan Blvd, Staten Island, NY 10308, USA",New York,10308,Richmond County,Staten Island,Hylan Blvd,40.5463363,-74.1420026
2473,EXP Realty,Multi-family home for sale,1695000,4,2,2184,"304 3rd Ave, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,3rd Ave,40.6768411,-73.9867935
2474,Corcoran Brooklyn Heights,House for sale,725000,5,2,2184,"138-48 229th St, Jamaica, NY 11413, USA",New York,11413,Queens County,Springfield Gardens,229th St,40.6702491,-73.7454183
2475,COMPASS,Co-op for sale,940000,3,2,2184,"3339 80th St Apt 1, Jackson Heights, NY 11372, USA",New York,11372,Queens County,Jackson Heights,80th St,40.7553599,-73.88722
2476,RE MAX Real Estate Professionals,Condo for sale,539000,2,2,821,"1495 E 28th St #3a, Brooklyn, NY 11229, USA",New York,11229,Kings County,Brooklyn,28th St,40.6145816,-73.9463149
2477,BESMATCH REAL ESTATE,Co-op for sale,99000,1,1,859,"1185 Anderson Ave #1c, Bronx, NY 10452, USA",New York,10452,Bronx County,Bronx,Anderson Ave,40.8366623,-73.9239586
2478,BHHS New York Properties,Pending,895000,2,2,1111,"343 E 74th St #20b, New York, NY 10021, USA",New York,10021,New York County,New York,74th St,40.7696861,-73.9557104
2479,COMPASS,Co-op for sale,995000,3,2,1300,"23 E 79th St c, New York, NY 10075, USA",New York,10075,New York County,New York,79th St,40.776763,-73.9625093
2480,Awaye Realty,Condo for sale,2550000,3,2,2400,"145 Huntington St 147 1, Brooklyn, NY 11231, USA",New York,11231,Kings County,Brooklyn,Huntington St,40.6763366,-74.0001966
2481,RE MAX Elite,Co-op for sale,345000,2,1,1000,"2483 W 16th St #14d, Brooklyn, NY 11214, USA",New York,11214,Kings County,Brooklyn,16th St,40.5871907,-73.9840965
2482,RE/MAX Elite,House for sale,879000,4,2,2240,"120 8 St, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,8 St,40.5708089,-74.1179169
2483,Corcoran West Side,Co-op for sale,945000,2,1,2184,"250 W 75th St #4c, New York, NY 10023, USA",New York,10023,New York County,New York,75th St,40.7813792,-73.9824979
2484,BERKSHIRE HATHAWAY,House for sale,939999,3,2,3096,"222-11 100th Dr, Queens Village, NY 11429, USA",New York,11429,Queens County,Queens Village,100th Dr,40.7146332,-73.7305803
2485,COMPASS,Co-op for sale,500000,3,2,1200,"98-20 62nd Dr, Rego Park, NY 11374, USA",New York,11374,Queens County,Rego Park,62nd Dr,40.7329909,-73.8586242
2486,Douglas Elliman - 1995 Broadway,Co-op for sale,475000,1,1,2184,"44 W 96th St #5a, New York, NY 10025, USA",New York,10025,New York County,New York,96th St,40.7920657,-73.9663587
2487,Cana Realty,House for sale,1288000,3,4,2184,"21-26 81st St, Flushing, NY 11370, USA",New York,11370,Queens County,East Elmhurst,81st St,40.7701118,-73.8892017
2488,RE MAX Real Estate Professionals,Multi-family home for sale,3099000,36,16,12460,"5206 6th Ave, Brooklyn, NY 11220, USA",New York,11220,Kings County,Brooklyn,6th Ave,40.6426522,-74.0096744
2489,Daniel Gale Sotheby's International Realty,Townhouse for sale,1238000,3,2,1500,"110-39 62nd Dr, Forest Hills, NY 11375, USA",New York,11375,Queens County,Forest Hills,62nd Dr,40.7367847,-73.8477757
2490,REAL NEW YORK - Remote Brooklyn,Co-op for sale,1450000,2,2,2184,"17 W 64th St #7a, New York, NY 10023, USA",New York,10023,New York County,New York,64th St,40.7717467,-73.9805466
2491,Venezia Realty Group LLC,Co-op for sale,370000,2,1,800,"1065 Shore Pkwy #2b, Brooklyn, NY 11228, USA",New York,11228,Kings County,Brooklyn,Shore Pkwy,40.6033288,-74.0160805
2492,COMPASS,Condo for sale,595000,1,1,574,"26 W 127th St, New York, NY 10027, USA",New York,10027,New York County,New York,127th St,40.8080535,-73.9426066
2493,Hometown Properties,Condo for sale,2799000,3,3,2350,"105 15th St, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,15th St,40.6676042,-73.9931265
2494,Pride Estates,Co-op for sale,289000,1,1,520,"7401 Shore Rd #2l, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Shore Rd,40.6339937,-74.0363466
2495,Douglas Elliman - 140 Franklin,Co-op for sale,595000,1,1,2184,"317 E 3rd St #4, New York, NY 10009, USA",New York,10009,New York County,New York,3rd St,40.7211983,-73.9787559
2496,Realty Connect Usa L I Inc,Pending,669000,3,1,1080,"42-39 248th St, Flushing, NY 11363, USA",New York,11363,Queens County,Little Neck,248th St,40.7696159,-73.7403605
2497,Cana Realty,House for sale,1288000,3,4,2184,"21-26 81st St, Flushing, NY 11370, USA",New York,11370,Queens County,East Elmhurst,81st St,40.7701118,-73.8892017
2498,COMPASS,Townhouse for sale,13995000,5,2,6815,"137 W 77th St, New York, NY 10024, USA",New York,10024,New York County,New York,77th St,40.7813836,-73.9776937
2499,NEXT - NextStopNY,Co-op for sale,2095000,4,4,2184,"345 E 56th St, New York, NY 10022, USA",New York,10022,New York County,New York,56th St,40.7579677,-73.9636757
2500,Beaudoin Realty Group Inc,Co-op for sale,585000,3,1,1050,"35-31 85th St, Jackson Heights, NY 11372, USA",New York,11372,Queens County,Jackson Heights,85th St,40.7512505,-73.8814433
2501,EXIT REALTY TOP PROPERTIES,House for sale,699000,3,2,1538,"38 Jones St, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Jones St,40.6059609,-74.1644799
2502,"Homes R Us Realty of NY, Inc.",Condo for sale,340000,1,1,850,"2925 W 5th St #12h, Brooklyn, NY 11224, USA",New York,11224,Kings County,Brooklyn,5th St,40.5777691,-73.9719866
2503,Brown Harris Stevens,Condo for sale,15500000,5,5,4193,"1045 Madison Ave #11, New York, NY 10075, USA",New York,10075,New York County,New York,Madison Ave,40.7766637,-73.9615947
2504,Nyc Realty Brokers Llc,Co-op for sale,199999,1,1,550,"1717 E 18th St #5g, Brooklyn, NY 11229, USA",New York,11229,Kings County,Brooklyn,18th St,40.6079619,-73.9549426
2505,Douglas Elliman - 2112 Frederick Douglass Blvd,Pending,2495000,5,4,4230,"217 W 122nd St, New York, NY 10027, USA",New York,10027,New York County,New York,122nd St,40.807581,-73.9505281
2506,Douglas Elliman - 156 Montague,Co-op for sale,799000,2,2,1043,"175 Adams St #3g, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Adams St,40.6985714,-73.9881911
2507,Red Door Realty Group,House for sale,888888,4,3,2088,"20 Greencroft Ln, Staten Island, NY 10308, USA",New York,10308,Richmond County,Staten Island,Greencroft Ln,40.5469948,-74.1413764
2508,ES Realty Eva Shammah LLC,House for sale,1690000,3,2,1536,"1914 E 26th St, Brooklyn, NY 11229, USA",New York,11229,Kings County,Brooklyn,26th St,40.6042182,-73.946797
2509,"Nest Seekers International, Midtown",Condo for sale,8950000,2,2,2270,"212 W 18th St #19c, New York, NY 10011, USA",New York,10011,New York County,New York,18th St,40.7412267,-73.9987741
2510,Rise Realty,House for sale,1449000,3,4,3600,"61 Cypress Ave, Staten Island, NY 10301, USA",New York,10301,Richmond County,Staten Island,Cypress Ave,40.613153,-74.1076394
2511,Corcoran East Side,Condo for sale,1295000,2,2,1160,"1641 3rd Ave #3h, New York, NY 10128, USA",New York,10128,New York County,New York,3rd Ave,40.7822235,-73.9509367
2512,Brown Harris Stevens,Co-op for sale,599000,1,1,800,"568 Grand St j102, New York, NY 10002, USA",New York,10002,New York County,New York,Grand St,40.7142822,-73.9792183
2513,Ben Bay Realty Company of Staten Island LLC,House for sale,628000,3,2,960,"268 Cromwell Ave, Staten Island, NY 10305, USA",New York,10305,Richmond County,Staten Island,Cromwell Ave,40.5883038,-74.0928759
2514,Wonica REALTORS & Appraisers,Condo for sale,593000,2,2,1312,"31 Hylan Blvd #2b, Staten Island, NY 10305, USA",New York,10305,Richmond County,Staten Island,Hylan Blvd,40.6151849,-74.0646359
2515,EXIT REALTY FIRST CHOICE,House for sale,634900,2,2,2184,"99-27 Francis Lewis Blvd, Jamaica, NY 11429, USA",New York,11429,Queens County,Queens Village,Francis Blvd,40.7123648,-73.7530514
2516,Pyramid Home Realty Corp.,Condo for sale,499900,2,2,960,"491 Midland Ave, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,Midland Ave,40.5741868,-74.0960192
2517,Elegran Real Estate And Development,Condo for sale,540000,3,1,509,"150 E 37th St #4b, New York, NY 10016, USA",New York,10016,New York County,New York,37th St,40.7478487,-73.9775903
2518,Winzone Realty Inc,House for sale,1950000,3,2,2184,"180-11 Tudor Rd, Jamaica, NY 11432, USA",New York,11432,Queens County,Jamaica,Tudor Rd,40.721482,-73.7883218
2519,East Coast Realty Partners,Co-op for sale,379000,2,1,2184,"6400 Saunders St #6e, Rego Park, NY 11374, USA",New York,11374,Queens County,Rego Park,Saunders St,40.7286188,-73.8616623
2520,Douglas Elliman - Bayside,Co-op for sale,299000,1,1,800,"92-30 56th Ave #3g, Elmhurst, NY 11373, USA",New York,11373,Queens County,Elmhurst,56th Ave,40.7365158,-73.8687964
2521,BRAITHWAITE REALTY LLC,Multi-family home for sale,850000,6,3,2230,"3019 Kingsbridge Terrace, Bronx, NY 10463, USA",New York,10463,Bronx County,Bronx,Kingsbridge Terrace,40.8760983,-73.9021193
2522,"CITI - Citi Habitats, Inc. - NY",Pending,199999,9,3,2184,"429 Pennsylvania Ave, Brooklyn, NY 11207, USA",New York,11207,Kings County,Brooklyn,Pennsylvania Ave,40.666792,-73.894205
2523,Higgins Realty Group Llc,Multi-family home for sale,899000,4,3,1892,"1139 E 86th St, Brooklyn, NY 11236, USA",New York,11236,Kings County,Brooklyn,86th St,40.6344613,-73.9042326
2524,KELLER WILLIAMS REALTY EMPIRE,Multi-family home for sale,1299000,10,6,4500,"247 Senator St, Brooklyn, NY 11220, USA",New York,11220,Kings County,Brooklyn,Senator St,40.6378136,-74.0266176
2525,Keystone Realty USA Corp,House for sale,699000,3,3,2184,"448 Turneur Ave, Bronx, NY 10473, USA",New York,10473,Bronx County,Bronx,Turneur Ave,40.8163884,-73.8461253
2526,E Realty International Corp,Condo for sale,579000,2,2,750,"140-31 Cherry Ave #9a, Flushing, NY 11355, USA",New York,11355,Queens County,Flushing,Cherry Ave,40.75467,-73.821996
2527,RE MAX Elite,House for sale,585000,3,2,1008,"94 Walker St, Staten Island, NY 10302, USA",New York,10302,Richmond County,Staten Island,Walker St,40.6302304,-74.142966
